ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,label,Account_Age_Months,Active_Months,DAYS_EMPLOYED_CLEAN,Age_Clean,Asset_Score,Adult_Income_Efficiency
5010800,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,2.0,0,14,15,2.108145106091718,42.299794661190965,1,135000.0
5010801,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,2.0,0,50,51,2.108145106091718,42.299794661190965,1,135000.0
5010802,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,2.0,0,48,49,2.108145106091718,42.299794661190965,1,135000.0
5010803,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,2.0,0,50,51,2.108145106091718,42.299794661190965,1,135000.0
5010817,F,N,Y,2,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15140,-3174,1,1,0,1,Sales staff,4.0,0,34,35,8.68993839835729,41.451060917180016,1,33750.0
5010819,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,2.0,0,31,32,4.522929500342231,35.85215605749487,2,135000.0
5010822,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13095,-1652,1,0,0,0,High skill tech staff,2.0,0,26,27,4.522929500342231,35.85215605749487,2,135000.0
5010837,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18656,-2656,1,0,0,0,Laborers,2.0,0,40,41,7.271731690622861,51.07734428473648,1,45000.0
5010840,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11050,-921,1,0,0,0,Cleaning staff,3.0,1,13,14,2.521560574948665,30.253251197809718,1,90000.0
5010844,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-11822,-739,1,0,0,1,Sales staff,2.0,0,30,31,2.023271731690623,32.3668720054757,2,78750.0
5010854,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17864,-7070,1,0,0,1,,3.0,0,31,32,19.356605065023956,48.90896646132786,1,45000.0
5010855,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-17864,-7070,1,0,0,1,,3.0,0,46,47,19.356605065023956,48.90896646132786,1,45000.0
5010856,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,Security staff,2.0,0,36,37,2.855578370978782,45.34428473648186,1,78750.0
5010857,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,Security staff,2.0,0,24,25,2.855578370978782,45.34428473648186,1,78750.0
5010858,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,Security staff,2.0,0,46,47,2.855578370978782,45.34428473648186,1,78750.0
5010860,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16562,-1043,1,0,0,0,Security staff,2.0,0,28,29,2.855578370978782,45.34428473648186,1,78750.0
5010862,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,3.0,0,60,61,1.8562628336755647,49.75496235455168,2,225000.0
5010864,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,3.0,0,51,52,1.8562628336755647,49.75496235455168,2,225000.0
5010870,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,3.0,0,14,15,1.8562628336755647,49.75496235455168,2,225000.0
5010874,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,2.0,0,15,16,0.0,56.64065708418891,1,22500.0
5010877,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,2.0,0,55,56,0.0,56.64065708418891,1,22500.0
5010880,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,2.0,0,23,24,0.0,56.64065708418891,1,22500.0
5010881,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,2.0,0,32,33,0.0,56.64065708418891,1,22500.0
5010886,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,2.0,0,46,47,0.0,65.04585900068446,1,78750.0
5010888,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,2.0,0,27,28,0.0,65.04585900068446,1,78750.0
5010890,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,2.0,0,55,56,0.0,65.04585900068446,1,78750.0
5010892,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23758,365243,1,0,0,1,,2.0,0,18,19,0.0,65.04585900068446,1,78750.0
5010898,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,Low-skill Laborers,2.0,0,25,26,2.3545516769336072,62.20396988364134,2,56250.0
5010899,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,Low-skill Laborers,2.0,0,18,19,2.3545516769336072,62.20396988364134,2,56250.0
5010913,F,Y,Y,0,81000.0,Pensioner,Higher education,Married,House / apartment,-20399,365243,1,0,0,0,,2.0,0,43,44,0.0,55.84941820670773,2,40500.0
5010916,M,Y,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13533,-2535,1,0,1,0,Laborers,2.0,0,12,13,6.940451745379876,37.05133470225873,2,121500.0
5010921,F,N,N,0,94500.0,Working,Secondary / secondary special,Widow,Rented apartment,-22265,-829,1,0,0,1,Sales staff,1.0,0,56,57,2.269678302532512,60.95824777549623,0,94500.0
5010934,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,1.0,0,32,33,18.10814510609172,46.03422313483915,0,135000.0
5010937,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,1.0,0,52,53,18.10814510609172,46.03422313483915,0,135000.0
5010939,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,1.0,0,37,38,18.10814510609172,46.03422313483915,0,135000.0
5010941,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,1.0,0,35,36,18.10814510609172,46.03422313483915,0,135000.0
5090803,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16814,-6614,1,0,0,0,,1.0,0,17,18,18.10814510609172,46.03422313483915,0,135000.0
5010943,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22828,365243,1,0,0,0,,2.0,0,60,61,0.0,62.49965776865161,0,78750.0
5010948,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,Managers,3.0,1,36,37,7.02258726899384,37.69472963723477,2,135000.0
5010949,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13768,-2565,1,0,0,0,Managers,3.0,0,25,26,7.02258726899384,37.69472963723477,2,135000.0
5010953,M,Y,Y,0,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14733,-1379,1,0,0,0,Sales staff,2.0,0,44,45,3.7754962354551678,40.336755646817245,2,168750.0
5010956,M,Y,Y,0,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14733,-1379,1,0,0,0,Sales staff,2.0,0,12,13,3.7754962354551678,40.336755646817245,2,168750.0
5010959,M,Y,Y,0,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14733,-1379,1,0,0,0,Sales staff,2.0,0,43,44,3.7754962354551678,40.336755646817245,2,168750.0
5010972,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13617,-2748,1,0,0,0,Waiters/barmen staff,3.0,0,27,28,7.523613963039014,37.281314168377826,1,67500.0
5010980,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18045,-1805,1,0,0,0,Drivers,1.0,0,33,34,4.941820670773443,49.40451745379877,2,225000.0
5010983,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22119,365243,1,0,0,0,,2.0,0,20,21,0.0,60.558521560574945,1,67500.0
5010984,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22119,365243,1,0,0,0,,2.0,0,25,26,0.0,60.558521560574945,1,67500.0
5010987,F,N,Y,0,121500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-11118,-3873,1,1,0,0,Sales staff,1.0,0,26,27,10.603696098562628,30.439425051334702,1,121500.0
5010989,F,N,Y,0,121500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-11118,-3873,1,1,0,0,Sales staff,1.0,0,16,17,10.603696098562628,30.439425051334702,1,121500.0
5010993,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20074,-221,1,0,0,0,Medicine staff,2.0,0,28,29,0.6050650239561944,54.959616700889804,1,45000.0
5010994,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20074,-221,1,0,0,0,Medicine staff,2.0,0,21,22,0.6050650239561944,54.959616700889804,1,45000.0
5010995,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20074,-221,1,0,0,0,Medicine staff,2.0,0,29,30,0.6050650239561944,54.959616700889804,1,45000.0
5010997,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20074,-221,1,0,0,0,Medicine staff,2.0,0,24,25,0.6050650239561944,54.959616700889804,1,45000.0
5010999,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20074,-221,1,0,0,0,Medicine staff,2.0,0,28,29,0.6050650239561944,54.959616700889804,1,45000.0
5011006,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10737,-2078,1,0,0,1,Sales staff,2.0,0,45,46,5.689253935660506,29.39630390143737,2,78750.0
5011008,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10737,-2078,1,0,0,1,Sales staff,2.0,0,32,33,5.689253935660506,29.39630390143737,2,78750.0
5011009,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10737,-2078,1,0,0,1,Sales staff,2.0,0,29,30,5.689253935660506,29.39630390143737,2,78750.0
5011011,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12021,-130,1,0,1,1,Sales staff,2.0,0,48,49,0.35592060232717315,32.91170431211499,2,67500.0
5011023,M,Y,Y,2,99000.0,State servant,Secondary / secondary special,Married,With parents,-16558,-3235,1,0,0,0,Drivers,4.0,0,19,20,8.856947296372347,45.333333333333336,2,49500.0
5011024,M,Y,Y,2,99000.0,State servant,Secondary / secondary special,Married,With parents,-16558,-3235,1,0,0,0,Drivers,4.0,0,40,41,8.856947296372347,45.333333333333336,2,49500.0
5011026,M,Y,Y,2,99000.0,State servant,Secondary / secondary special,Married,With parents,-16558,-3235,1,0,0,0,Drivers,4.0,0,31,32,8.856947296372347,45.333333333333336,2,49500.0
5011027,M,Y,Y,2,99000.0,State servant,Secondary / secondary special,Married,With parents,-16558,-3235,1,0,0,0,Drivers,4.0,0,38,39,8.856947296372347,45.333333333333336,2,49500.0
5011028,F,N,Y,0,292500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16588,-1013,1,0,0,1,Sales staff,2.0,0,43,44,2.7734428473648185,45.4154688569473,1,146250.0
5011029,F,N,Y,0,292500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16588,-1013,1,0,0,1,Sales staff,2.0,0,15,16,2.7734428473648185,45.4154688569473,1,146250.0
5011031,F,N,Y,1,135000.0,Working,Academic degree,Civil marriage,House / apartment,-17489,-7557,1,0,1,0,,3.0,1,14,15,20.689938398357288,47.88227241615332,1,67500.0
5011036,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20298,365243,1,0,0,0,,2.0,0,26,27,0.0,55.572895277207394,1,157500.0
5011044,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20298,365243,1,0,0,0,,2.0,0,40,41,0.0,55.572895277207394,1,157500.0
5018414,F,N,Y,1,33300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22784,365243,1,0,0,0,,3.0,0,37,38,0.0,62.379192334017795,1,16650.0
5018420,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18414,-5203,1,0,0,0,Sales staff,2.0,0,14,15,14.245037645448322,50.41478439425051,1,67500.0
5018421,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18414,-5203,1,0,0,0,Sales staff,2.0,1,14,15,14.245037645448322,50.41478439425051,1,67500.0
5018429,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12626,-5295,1,0,0,0,Laborers,1.0,1,27,28,14.496919917864476,34.56810403832991,1,135000.0
5018432,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17067,-243,1,0,0,0,Drivers,3.0,0,13,14,0.6652977412731006,46.72689938398357,2,56250.0
5018446,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,3.0,0,19,20,3.8275154004106775,43.37577002053388,1,337500.0
5018448,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,3.0,0,14,15,3.8275154004106775,43.37577002053388,1,337500.0
5018451,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,3.0,0,32,33,3.8275154004106775,43.37577002053388,1,337500.0
5018452,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,3.0,0,27,28,3.8275154004106775,43.37577002053388,1,337500.0
5018465,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-20208,-8033,1,0,1,0,,3.0,0,16,17,21.99315537303217,55.3264887063655,1,83250.0
5018477,F,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,-19156,-4504,1,0,0,0,,2.0,0,45,46,12.331279945242985,52.446269678302535,2,146250.0
5018478,F,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,-19156,-4504,1,0,0,0,,2.0,0,23,24,12.331279945242985,52.446269678302535,2,146250.0
5018479,F,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,-19156,-4504,1,0,0,0,,2.0,0,22,23,12.331279945242985,52.446269678302535,2,146250.0
5018480,M,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17935,-363,1,0,1,0,Laborers,3.0,0,21,22,0.9938398357289527,49.10335386721424,1,56250.0
5018482,F,N,Y,0,90000.0,Pensioner,Lower secondary,Married,House / apartment,-22319,365243,1,0,1,0,,2.0,0,46,47,0.0,61.106091718001366,1,45000.0
5018483,F,N,Y,0,90000.0,Pensioner,Lower secondary,Married,House / apartment,-22319,365243,1,0,1,0,,2.0,0,41,42,0.0,61.106091718001366,1,45000.0
5018484,F,N,Y,0,90000.0,Pensioner,Lower secondary,Married,House / apartment,-22319,365243,1,0,1,0,,2.0,0,20,21,0.0,61.106091718001366,1,45000.0
5018486,F,N,Y,0,90000.0,Pensioner,Lower secondary,Married,House / apartment,-22319,365243,1,0,1,0,,2.0,0,32,33,0.0,61.106091718001366,1,45000.0
5018487,F,N,Y,0,90000.0,Pensioner,Lower secondary,Married,House / apartment,-22319,365243,1,0,1,0,,2.0,0,25,26,0.0,61.106091718001366,1,45000.0
5018498,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,2.0,0,54,55,2.7433264887063653,51.88227241615332,2,45000.0
5018501,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,2.0,1,34,35,2.7433264887063653,51.88227241615332,2,45000.0
5018503,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,2.0,0,55,56,2.7433264887063653,51.88227241615332,2,45000.0
5018504,F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20970,365243,1,0,0,0,,2.0,0,39,40,0.0,57.412731006160165,0,29250.0
5021189,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10141,-2531,1,0,0,0,Cooking staff,1.0,0,31,32,6.929500342231348,27.76454483230664,0,180000.0
5021190,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10141,-2531,1,0,0,0,Cooking staff,1.0,0,41,42,6.929500342231348,27.76454483230664,0,180000.0
5021194,F,N,N,0,225000.0,Working,Higher education,Separated,House / apartment,-12904,-4297,1,0,1,0,Laborers,1.0,0,43,44,11.764544832306639,35.32922655715264,0,225000.0
5021211,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13621,-1127,1,0,0,0,Drivers,3.0,0,35,36,3.0855578370978782,37.29226557152635,2,112500.0
5021218,M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,-12763,-2255,1,0,1,0,Core staff,3.0,0,35,36,6.1738535249828885,34.94318959616701,2,112500.0
5090155,M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,-12763,-2255,1,0,1,0,Core staff,3.0,0,27,28,6.1738535249828885,34.94318959616701,2,112500.0
5021219,M,Y,N,0,310500.0,Working,Higher education,Single / not married,House / apartment,-9930,-674,1,0,0,0,Laborers,1.0,0,13,14,1.8453114305270362,27.186858316221766,1,310500.0
5021220,M,Y,N,0,310500.0,Working,Higher education,Single / not married,House / apartment,-9930,-674,1,0,0,0,Laborers,1.0,0,12,13,1.8453114305270362,27.186858316221766,1,310500.0
5021221,M,Y,N,0,310500.0,Working,Higher education,Single / not married,House / apartment,-9930,-674,1,0,0,0,Laborers,1.0,0,23,24,1.8453114305270362,27.186858316221766,1,310500.0
5021222,M,Y,N,0,310500.0,Working,Higher education,Single / not married,House / apartment,-9930,-674,1,0,0,0,Laborers,1.0,0,12,13,1.8453114305270362,27.186858316221766,1,310500.0
5021224,M,Y,N,0,310500.0,Working,Higher education,Single / not married,House / apartment,-9930,-674,1,0,0,0,Laborers,1.0,1,26,27,1.8453114305270362,27.186858316221766,1,310500.0
5113048,M,Y,N,0,310500.0,Working,Higher education,Single / not married,House / apartment,-9930,-674,1,0,0,0,Laborers,1.0,1,14,15,1.8453114305270362,27.186858316221766,1,310500.0
5021232,F,N,Y,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-10604,-2374,1,0,0,0,Sales staff,3.0,0,43,44,6.499657768651608,29.032169746748803,1,112500.0
5021253,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18456,-6791,1,0,0,0,Managers,2.0,0,48,49,18.5927446954141,50.52977412731006,1,78750.0
5113049,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18456,-6791,1,0,0,0,Managers,2.0,0,46,47,18.5927446954141,50.52977412731006,1,78750.0
5021264,F,N,N,0,135000.0,Working,Incomplete higher,Single / not married,Rented apartment,-11448,-1982,1,0,0,0,Accountants,1.0,0,32,33,5.426420260095825,31.342915811088297,0,135000.0
5021267,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14512,-4596,1,0,0,0,Laborers,3.0,0,55,56,12.583162217659138,39.73169062286105,2,135000.0
5021271,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14512,-4596,1,0,0,0,Laborers,3.0,0,46,47,12.583162217659138,39.73169062286105,2,135000.0
5021272,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14512,-4596,1,0,0,0,Laborers,3.0,0,53,54,12.583162217659138,39.73169062286105,2,135000.0
5021273,M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1.0,0,43,44,15.764544832306639,38.68309377138946,2,110250.0
5021274,M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1.0,0,43,44,15.764544832306639,38.68309377138946,2,110250.0
5021276,M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1.0,0,46,47,15.764544832306639,38.68309377138946,2,110250.0
5021277,M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1.0,0,25,26,15.764544832306639,38.68309377138946,2,110250.0
5021280,M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1.0,0,29,30,15.764544832306639,38.68309377138946,2,110250.0
5021281,M,Y,Y,0,110250.0,Working,Higher education,Single / not married,House / apartment,-14129,-5758,1,0,0,0,,1.0,0,43,44,15.764544832306639,38.68309377138946,2,110250.0
5021283,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15594,-705,1,0,0,0,Cooking staff,3.0,0,56,57,1.9301848049281314,42.69404517453799,1,78750.0
5021284,F,N,Y,2,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22087,365243,1,0,0,0,,4.0,0,28,29,0.0,60.47091033538672,1,67500.0
5021302,M,N,N,1,472500.0,Commercial associate,Higher education,Married,With parents,-8907,-913,1,0,0,1,,3.0,0,14,15,2.4996577686516086,24.386036960985628,0,236250.0
5021319,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2.0,1,13,14,0.6789869952087612,46.25872689938399,1,135000.0
5021323,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2.0,0,25,26,0.6789869952087612,46.25872689938399,1,135000.0
5021324,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16896,-248,1,0,0,0,Laborers,2.0,0,32,33,0.6789869952087612,46.25872689938399,1,135000.0
5021330,F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,0,18,19,10.414784394250514,48.643394934976044,1,45000.0
5021338,F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,0,43,44,10.414784394250514,48.643394934976044,1,45000.0
5021340,M,Y,Y,3,270000.0,Working,Higher education,Married,House / apartment,-15174,-582,1,0,0,0,,5.0,0,39,40,1.593429158110883,41.544147843942504,2,135000.0
5021341,M,Y,Y,3,270000.0,Working,Higher education,Married,House / apartment,-15174,-582,1,0,0,0,,5.0,0,30,31,1.593429158110883,41.544147843942504,2,135000.0
5021343,M,Y,Y,3,270000.0,Working,Higher education,Married,House / apartment,-15174,-582,1,0,0,0,,5.0,0,36,37,1.593429158110883,41.544147843942504,2,135000.0
5021347,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11448,-1066,1,1,1,0,,2.0,0,17,18,2.91854893908282,31.342915811088297,0,33750.0
5021353,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,0,51,52,18.09719370294319,54.680355920602324,1,112500.0
5021360,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,0,37,38,18.09719370294319,54.680355920602324,1,112500.0
5021362,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,1,13,14,18.09719370294319,54.680355920602324,1,112500.0
5113104,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,0,42,43,18.09719370294319,54.680355920602324,1,112500.0
5113105,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,0,56,57,18.09719370294319,54.680355920602324,1,112500.0
5113106,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,0,35,36,18.09719370294319,54.680355920602324,1,112500.0
5021355,F,N,Y,2,67500.0,State servant,Incomplete higher,Married,With parents,-13259,-213,1,0,0,0,Core staff,4.0,0,19,20,0.5831622176591376,36.30116358658453,1,33750.0
5021365,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2.0,0,20,21,20.583162217659137,50.5242984257358,1,135000.0
5021366,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2.0,0,38,39,20.583162217659137,50.5242984257358,1,135000.0
5021367,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2.0,0,42,43,20.583162217659137,50.5242984257358,1,135000.0
5021368,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2.0,0,55,56,20.583162217659137,50.5242984257358,1,135000.0
5021382,F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,-11007,-762,1,0,0,0,,3.0,0,29,30,2.086242299794661,30.135523613963038,1,60750.0
5021385,F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,-11007,-762,1,0,0,0,,3.0,0,29,30,2.086242299794661,30.135523613963038,1,60750.0
5021398,F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,,1.0,0,47,48,0.0,59.80835044490075,1,189000.0
5021410,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,0,53,54,10.91854893908282,54.93771389459275,1,135000.0
5021413,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,0,44,45,10.91854893908282,54.93771389459275,1,135000.0
5021416,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,0,53,54,10.91854893908282,54.93771389459275,1,135000.0
5021419,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,0,60,61,10.91854893908282,54.93771389459275,1,135000.0
5021420,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,0,44,45,10.91854893908282,54.93771389459275,1,135000.0
